level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3311	4672	-1	
2	1	1	0	0	0	353	201	659	59	-1	
3	1	1	1	0	0	353	201	659	59	-1	
4	1	1	1	1	0	353	201	659	59	-1	
5	1	1	1	1	1	353	207	176	48	96	Senato
5	1	1	1	1	2	564	204	124	48	96	della
5	1	1	1	1	3	717	201	295	59	96	Repubblica
2	1	2	0	0	0	1493	203	332	45	-1	
3	1	2	1	0	0	1493	203	332	45	-1	
4	1	2	1	1	0	1493	203	332	45	-1	
5	1	2	1	1	1	1493	227	62	9	88	—
5	1	2	1	1	2	1583	203	146	45	93	12266
5	1	2	1	1	3	1763	228	62	8	89	—
2	1	3	0	0	0	2579	192	384	57	-1	
3	1	3	1	0	0	2579	192	384	57	-1	
4	1	3	1	1	0	2579	192	384	57	-1	
5	1	3	1	1	1	2579	192	48	48	17	Il
5	1	3	1	1	2	2660	193	303	56	96	Legislatura
2	1	4	0	0	0	353	267	2603	29	-1	
3	1	4	1	0	0	353	267	2603	29	-1	
4	1	4	1	1	0	353	267	2603	29	-1	
5	1	4	1	1	1	353	267	2603	29	95	 
2	1	5	0	0	0	351	333	368	46	-1	
3	1	5	1	0	0	351	333	368	46	-1	
4	1	5	1	1	0	351	333	368	46	-1	
5	1	5	1	1	1	351	333	141	46	92	CCCI
5	1	5	1	1	2	527	343	192	34	96	SEDUTA
2	1	6	0	0	0	1456	329	405	54	-1	
3	1	6	1	0	0	1456	329	405	54	-1	
4	1	6	1	1	0	1456	329	405	54	-1	
5	1	6	1	1	1	1456	329	405	54	96	DISCUSSIONI
2	1	7	0	0	0	2523	328	437	44	-1	
3	1	7	1	0	0	2523	328	437	44	-1	
4	1	7	1	1	0	2523	328	437	44	-1	
5	1	7	1	1	1	2523	329	57	43	96	20
5	1	7	1	1	2	2615	329	192	43	44	LUGLIO
5	1	7	1	1	3	2843	328	117	43	96	1955
2	1	8	0	0	0	353	409	2600	16	-1	
3	1	8	1	0	0	353	409	2600	16	-1	
4	1	8	1	1	0	353	409	2600	16	-1	
5	1	8	1	1	1	353	409	2600	16	95	 
2	1	9	0	0	0	351	421	2592	16	-1	
3	1	9	1	0	0	351	421	2592	16	-1	
4	1	9	1	1	0	351	421	2592	16	-1	
5	1	9	1	1	1	351	421	2592	16	95	 
2	1	10	0	0	0	351	508	1265	483	-1	
3	1	10	1	0	0	351	508	1264	121	-1	
4	1	10	1	1	0	351	508	1264	57	-1	
5	1	10	1	1	1	351	513	166	51	95	questo
5	1	10	1	1	2	545	513	55	52	96	sì,
5	1	10	1	1	3	631	525	28	30	93	a
5	1	10	1	1	4	685	511	154	52	93	priori
5	1	10	1	1	5	864	539	61	4	93	—
5	1	10	1	1	6	953	511	110	52	96	ogni
5	1	10	1	1	7	1095	508	268	55	96	possibilità
5	1	10	1	1	8	1387	508	46	45	96	di
5	1	10	1	1	9	1459	508	156	44	96	intesa
4	1	10	1	2	0	351	583	674	46	-1	
5	1	10	1	2	1	351	601	25	28	94	e
5	1	10	1	2	2	400	583	45	45	95	di
5	1	10	1	2	3	473	584	235	44	96	cammino
5	1	10	1	2	4	737	583	50	42	96	in
5	1	10	1	2	5	816	595	209	30	89	comune,
3	1	10	2	0	0	351	652	1265	339	-1	
4	1	10	2	1	0	415	652	1200	55	-1	
5	1	10	2	1	1	415	655	48	44	96	Si
5	1	10	2	1	2	484	656	136	51	96	parla
5	1	10	2	1	3	639	656	137	41	96	tanto
5	1	10	2	1	4	793	655	112	50	94	oggi
5	1	10	2	1	5	921	653	51	43	96	di
5	1	10	2	1	6	992	652	185	52	96	dialogo
5	1	10	2	1	7	1196	653	80	43	96	tra
5	1	10	2	1	8	1295	652	242	44	0	l'estrema
5	1	10	2	1	9	1557	652	58	43	96	ed
4	1	10	2	2	0	352	723	1264	53	-1	
5	1	10	2	2	1	352	727	13	40	96	i
5	1	10	2	2	2	399	725	221	44	95	cattolici.
5	1	10	2	2	3	653	724	346	45	95	Intendiamoci
5	1	10	2	2	4	1029	725	91	43	96	ben
5	1	10	2	2	5	1152	723	189	45	96	chiaro:
5	1	10	2	2	6	1379	723	109	53	95	oggi
5	1	10	2	2	7	1520	736	96	31	96	non
4	1	10	2	3	0	351	795	1265	54	-1	
5	1	10	2	3	1	351	797	48	43	96	vi
5	1	10	2	3	2	424	797	24	43	96	è
5	1	10	2	3	3	472	809	177	31	96	nessun
5	1	10	2	3	4	675	797	197	42	96	terreno
5	1	10	2	3	5	895	795	214	54	96	propizio
5	1	10	2	3	6	1131	799	60	41	96	ad
5	1	10	2	3	7	1215	809	94	31	96	una
5	1	10	2	3	8	1336	795	169	53	93	intesa,
