level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3307	4677	-1	
2	1	1	0	0	0	90	141	581	63	-1	
3	1	1	1	0	0	90	141	581	63	-1	
4	1	1	1	1	0	90	141	581	63	-1	
5	1	1	1	1	1	90	141	302	52	44	Assenblca
5	1	1	1	1	2	428	143	243	61	25	plenaria
2	1	2	0	0	0	1346	144	284	45	-1	
3	1	2	1	0	0	1346	144	284	45	-1	
4	1	2	1	1	0	1346	144	284	45	-1	
5	1	2	1	1	1	1346	156	63	16	82	—
5	1	2	1	1	2	1449	144	91	45	93	281
5	1	2	1	1	3	1587	167	43	12	89	—
2	1	3	0	0	0	2374	145	525	60	-1	
3	1	3	1	0	0	2374	145	525	60	-1	
4	1	3	1	1	0	2374	145	525	60	-1	
5	1	3	1	1	1	2374	145	195	47	96	Senato
5	1	3	1	1	2	2606	146	84	46	96	del
5	1	3	1	1	3	2723	148	176	57	96	Regno
2	1	4	0	0	0	117	217	2757	34	-1	
3	1	4	1	0	0	117	217	2757	34	-1	
4	1	4	1	1	0	117	217	2757	34	-1	
5	1	4	1	1	1	117	217	2757	34	95	 
2	1	5	0	0	0	87	280	2819	49	-1	
3	1	5	1	0	0	87	280	2819	49	-1	
4	1	5	1	1	0	87	280	2819	49	-1	
5	1	5	1	1	1	87	280	368	46	96	LEGISLATURA
5	1	5	1	1	2	488	290	115	34	92	XXX
5	1	5	1	1	3	632	307	32	6	85	—
5	1	5	1	1	4	693	287	45	36	75	I®
5	1	5	1	1	5	765	291	177	34	95	DELLA
5	1	5	1	1	6	965	290	221	35	96	CAMERA
5	1	5	1	1	7	1207	290	98	34	96	DEI
5	1	5	1	1	8	1326	290	154	34	96	FASCI
5	1	5	1	1	9	1497	291	33	33	96	E
5	1	5	1	1	10	1550	291	177	33	95	DELLE
5	1	5	1	1	11	1749	290	402	35	88	CORPORAZIONI
5	1	5	1	1	12	2168	307	32	5	61	—
5	1	5	1	1	13	2225	282	60	43	96	20
5	1	5	1	1	14	2305	290	285	36	90	DICEMBRE
5	1	5	1	1	15	2611	284	295	45	47	1939-xXVIII
2	1	6	0	0	0	91	365	2799	37	-1	
3	1	6	1	0	0	91	365	2799	37	-1	
4	1	6	1	1	0	91	365	2799	37	-1	
5	1	6	1	1	1	91	365	2799	37	95	 
2	1	7	0	0	0	91	376	2798	37	-1	
3	1	7	1	0	0	91	376	2798	37	-1	
4	1	7	1	1	0	91	376	2798	37	-1	
5	1	7	1	1	1	91	376	2798	37	95	 
2	1	8	0	0	0	77	478	1374	754	-1	
3	1	8	1	0	0	77	478	1374	754	-1	
4	1	8	1	1	0	82	478	1368	58	-1	
5	1	8	1	1	1	82	478	424	56	96	sottosegretario
5	1	8	1	1	2	549	492	97	42	94	‘per
5	1	8	1	1	3	687	478	72	55	95	gli
5	1	8	1	1	4	809	479	154	46	96	affari
5	1	8	1	1	5	1012	478	172	58	96	esteri,
5	1	8	1	1	6	1234	494	91	42	96	per
5	1	8	1	1	7	1369	481	81	46	96	tre
4	1	8	1	2	0	89	554	1362	57	-1	
5	1	8	1	2	1	89	556	120	47	96	anni
5	1	8	1	2	2	242	556	237	55	96	delegato
5	1	8	1	2	3	508	554	276	48	95	dell’Italia
5	1	8	1	2	4	817	555	100	49	96	alla
5	1	8	1	2	5	953	556	200	49	96	Società
5	1	8	1	2	6	1184	556	131	50	93	delle
5	1	8	1	2	7	1347	557	104	47	91	Na-
4	1	8	1	3	0	81	637	1368	56	-1	
5	1	8	1	3	1	81	637	146	55	95	zioni,
5	1	8	1	3	2	276	652	91	41	96	per
5	1	8	1	3	3	411	638	135	46	96	circa
5	1	8	1	3	4	589	652	70	32	96	un
5	1	8	1	3	5	705	637	275	47	96	ventennio
5	1	8	1	3	6	1024	638	163	47	95	attivo
5	1	8	1	3	7	1230	654	28	32	93	e
5	1	8	1	3	8	1302	640	147	46	91	bene-
4	1	8	1	4	0	80	710	1367	61	-1	
5	1	8	1	4	1	80	714	183	47	96	merito
5	1	8	1	4	2	299	714	302	48	96	Presidente
5	1	8	1	4	3	638	710	129	51	95	della
5	1	8	1	4	4	804	717	137	53	96	Lega
5	1	8	1	4	5	978	716	197	46	96	Navale
5	1	8	1	4	6	1212	715	235	56	96	Italiana,
4	1	8	1	5	0	86	791	1358	60	-1	
5	1	8	1	5	1	86	792	152	47	96	Fulco
5	1	8	1	5	2	286	793	141	46	96	Tosti
5	1	8	1	5	3	470	791	58	56	63	di
5	1	8	1	5	4	577	792	317	56	91	Valminuta,
5	1	8	1	5	5	940	793	95	47	96	che
5	1	8	1	5	6	1079	794	150	57	96	entrò
5	1	8	1	5	7	1279	809	29	31	95	a
5	1	8	1	5	8	1356	795	88	46	95	far
4	1	8	1	6	0	78	869	1369	60	-1	
5	1	8	1	6	1	78	871	149	55	96	parte
5	1	8	1	6	2	265	869	81	47	96	del
5	1	8	1	6	3	389	870	188	48	96	Senato
5	1	8	1	6	4	619	870	78	47	96	del
5	1	8	1	6	5	739	871	175	55	96	Regno
5	1	8	1	6	6	952	873	82	45	96	nel
5	1	8	1	6	7	1078	872	140	56	93	1929,
5	1	8	1	6	8	1260	872	187	57	93	esplicò
