level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	7495	10445	-1	
2	1	1	0	0	0	804	544	5795	245	-1	
3	1	1	1	0	0	804	544	5795	245	-1	
4	1	1	1	1	0	804	544	5795	245	-1	
5	1	1	1	1	1	804	544	5795	245	95	 
2	1	2	0	0	0	808	733	4594	80	-1	
3	1	2	1	0	0	808	733	4594	80	-1	
4	1	2	1	1	0	808	733	4594	80	-1	
5	1	2	1	1	1	808	733	4594	80	95	 
2	1	3	0	0	0	808	719	5782	108	-1	
3	1	3	1	0	0	808	719	5782	108	-1	
4	1	3	1	1	0	808	719	5782	108	-1	
5	1	3	1	1	1	808	719	5782	108	95	 
2	1	4	0	0	0	2840	845	1754	96	-1	
3	1	4	1	0	0	2840	845	1754	96	-1	
4	1	4	1	1	0	2840	845	1754	96	-1	
5	1	4	1	1	1	2840	872	492	69	77	TOBNATA
5	1	4	1	1	2	3408	869	240	71	66	DEL:
5	1	4	1	1	3	3711	848	125	93	85	26
5	1	4	1	1	4	3911	867	381	70	96	MARZO
5	1	4	1	1	5	4340	845	254	95	74	1873
2	1	5	0	0	0	803	1144	2857	688	-1	
3	1	5	1	0	0	803	1144	2857	688	-1	
4	1	5	1	1	0	807	1144	2852	209	-1	
5	1	5	1	1	1	807	1221	480	102	81	minciato
5	1	5	1	1	2	1335	1227	133	96	96	ad
5	1	5	1	1	3	1492	1157	591	194	96	acquistare
5	1	5	1	1	4	2131	1232	368	120	95	questo
5	1	5	1	1	5	2547	1144	396	209	92	diritto,
5	1	5	1	1	6	2992	1256	116	96	87	De
5	1	5	1	1	7	3087	1169	296	155	3	orchè
5	1	5	1	1	8	3424	1227	100	94	80	vi
5	1	5	1	1	9	3556	1257	103	67	80	e-
4	1	5	1	2	0	804	1387	2844	122	-1	
5	1	5	1	2	1	804	1409	244	72	86	rano
5	1	5	1	2	2	1092	1380	176	125	0	pol
5	1	5	1	2	3	1296	1412	397	69	0	ancora
5	1	5	1	2	4	1729	1389	751	118	90	quarant’anni
5	1	5	1	2	5	2516	1420	60	68	96	a
5	1	5	1	2	6	2608	1391	366	96	93	favore
5	1	5	1	2	7	3008	1387	288	122	83	degii
5	1	5	1	2	8	3329	1388	319	100	78	eredi.
4	1	5	1	3	0	803	1536	2849	152	-1	
5	1	5	1	3	1	803	1546	372	93	96	Invece
5	1	5	1	3	2	1237	1527	378	150	96	questa
5	1	5	1	3	3	1671	1544	324	144	96	legge
5	1	5	1	3	4	2071	1523	544	122	96	stabilisce
5	1	5	1	3	5	2691	1575	188	68	95	ora
5	1	5	1	3	6	2981	1573	193	98	95	per
5	1	5	1	3	7	3245	1536	283	128	94	tutti,
5	1	5	1	3	8	3583	1544	69	92	94	il
4	1	5	1	4	0	809	1617	2851	215	-1	
5	1	5	1	4	1	809	1673	366	122	96	diritto
5	1	5	1	4	2	1243	1701	256	96	97	fisso
5	1	5	1	4	3	1555	1699	104	98	97	di
5	1	5	1	4	4	1735	1685	681	147	47	ottant'anni;
5	1	5	1	4	5	2461	1733	175	70	96	ma
5	1	5	1	4	6	2677	1701	179	100	90	noi
5	1	5	1	4	7	2889	1722	214	79	90	non
5	1	5	1	4	8	3147	1617	513	183	91	facciamo
2	1	6	0	0	0	803	1855	2863	133	-1	
3	1	6	1	0	0	803	1855	2863	133	-1	
4	1	6	1	1	0	803	1855	2863	133	-1	
5	1	6	1	1	1	803	1855	757	101	74	incominciare
5	1	6	1	1	2	1635	1867	370	118	96	questo
5	1	6	1	1	3	2080	1864	436	124	95	periodo
5	1	6	1	1	4	2640	1863	136	97	95	da
5	1	6	1	1	5	2892	1880	142	79	95	un
5	1	6	1	1	6	3108	1868	328	120	93	punto
5	1	6	1	1	7	3516	1859	150	98	92	di-
2	1	7	0	0	0	3672	1164	460	221	-1	
3	1	7	1	0	0	3672	1164	460	221	-1	
4	1	7	1	1	0	3672	1164	460	221	-1	
5	1	7	1	1	1	3672	1164	68	196	0	|
5	1	7	1	1	2	3812	1241	320	144	0	rappr
2	1	8	0	0	0	4144	1228	2492	127	-1	
3	1	8	1	0	0	4144	1228	2492	127	-1	
4	1	8	1	1	0	4144	1228	2492	127	-1	
5	1	8	1	1	1	4144	1213	475	116	96	esentate
5	1	8	1	1	2	4656	1233	122	95	82	od
5	1	8	1	1	3	4808	1228	476	127	81	éseguite
5	1	8	1	1	4	5316	1233	342	122	96	prima
5	1	8	1	1	5	5696	1234	279	98	78	della
5	1	8	1	1	6	6000	1263	190	68	75	sua
5	1	8	1	1	7	6223	1239	413	94	80	entrata
2	1	9	0	0	0	3813	1385	2823	136	-1	
3	1	9	1	0	0	3737	1385	2899	136	-1	
4	1	9	1	1	0	3813	1385	2823	136	-1	
5	1	9	1	1	1	3813	1385	107	92	54	in
5	1	9	1	1	2	3996	1380	406	127	94	vigore,
5	1	9	1	1	3	4476	1387	262	100	96	Però
5	1	9	1	1	4	4813	1423	187	94	96	per
5	1	9	1	1	5	5049	1396	95	92	96	le
5	1	9	1	1	6	5200	1420	314	97	96	opere
5	1	9	1	1	7	5562	1395	506	126	96	riguardo
5	1	9	1	1	8	6120	1396	198	96	95	alle
5	1	9	1	1	9	6356	1395	280	124	96	quali
2	1	10	0	0	0	3820	1541	935	414	-1	
3	1	10	1	0	0	3738	1541	1017	439	-1	
4	1	10	1	1	0	3820	1541	935	106	-1	
5	1	10	1	1	1	3738	1565	290	95	30	‘non
5	1	10	1	1	2	4107	1541	157	103	92	sia
