level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3306	4678	-1	
2	1	1	0	0	0	1531	321	129	46	-1	
3	1	1	1	0	0	1531	321	129	46	-1	
4	1	1	1	1	0	1531	321	129	46	-1	
5	1	1	1	1	1	1531	321	129	46	46	3293
2	1	2	0	0	0	1148	418	916	8	-1	
3	1	2	1	0	0	1148	418	916	8	-1	
4	1	2	1	1	0	1148	418	916	8	-1	
5	1	2	1	1	1	1148	418	916	8	95	 
2	1	3	0	0	0	1143	415	878	86	-1	
3	1	3	1	0	0	1143	415	878	86	-1	
4	1	3	1	1	0	1143	415	878	86	-1	
5	1	3	1	1	1	1143	459	237	36	95	TORNATA
5	1	3	1	1	2	1404	457	94	36	96	DEL
5	1	3	1	1	3	1538	445	61	47	96	20
5	1	3	1	1	4	1619	456	248	36	96	DICEMBRE
5	1	3	1	1	5	1896	415	125	86	53	18670
2	1	4	0	0	0	874	525	1736	12	-1	
3	1	4	1	0	0	874	525	1736	12	-1	
4	1	4	1	1	0	874	525	1736	12	-1	
5	1	4	1	1	1	874	525	1736	12	95	 
2	1	5	0	0	0	259	653	1300	1825	-1	
3	1	5	1	0	0	260	653	217	55	-1	
4	1	5	1	1	0	260	653	217	55	-1	
5	1	5	1	1	1	260	653	217	55	50	leggerli...
3	1	5	2	0	0	321	719	1079	56	-1	
4	1	5	2	1	0	321	719	1079	56	-1	
5	1	5	2	1	1	321	724	274	41	83	PRESIDENTE.
5	1	5	2	1	2	620	723	159	49	96	Questa
5	1	5	2	1	3	799	735	88	28	96	non
5	1	5	2	1	4	906	723	22	40	96	è
5	1	5	2	1	5	951	721	225	54	93	questione
5	1	5	2	1	6	1196	719	204	42	90	d’ordine.
3	1	5	3	0	0	263	785	1293	127	-1	
4	1	5	3	1	0	320	785	1236	48	-1	
5	1	5	3	1	1	320	793	44	40	95	DI
5	1	5	3	1	2	395	792	74	41	95	SAN
5	1	5	3	1	3	500	792	205	40	96	DONATO...
5	1	5	3	1	4	744	788	220	43	96	lasciando
5	1	5	3	1	5	1003	789	56	42	96	ad
5	1	5	3	1	6	1088	788	100	43	96	altri
5	1	5	3	1	7	1224	788	43	43	94	la
5	1	5	3	1	8	1302	787	174	42	96	volontà
5	1	5	3	1	9	1514	785	42	42	94	di
4	1	5	3	2	0	263	855	478	63	-1	
5	1	5	3	2	1	263	855	126	63	95	farlo.
3	1	5	4	0	0	259	917	1300	606	-1	
4	1	5	4	1	0	320	917	1238	62	-1	
5	1	5	4	1	1	320	925	188	52	96	Ebbene,
5	1	5	4	1	2	529	927	175	52	96	signori,
5	1	5	4	1	3	740	924	68	43	97	chi
5	1	5	4	1	4	835	925	99	40	93	vuol
5	1	5	4	1	5	959	917	168	59	96	leggere
5	1	5	4	1	6	1148	924	142	53	96	questi
5	1	5	4	1	7	1310	921	248	44	96	documenti
4	1	5	4	2	0	265	991	1293	58	-1	
5	1	5	4	2	1	265	997	150	52	96	sapete
5	1	5	4	2	2	435	993	69	43	96	chi
5	1	5	4	2	3	524	993	59	43	71	è?
5	1	5	4	2	4	615	993	61	42	96	La
5	1	5	4	2	5	697	992	178	43	96	Camera
5	1	5	4	2	6	896	1007	23	28	96	e
5	1	5	4	2	7	939	1007	83	28	96	con
5	1	5	4	2	8	1040	1005	96	28	96	essa
5	1	5	4	2	9	1156	992	32	40	96	il
5	1	5	4	2	10	1207	1004	139	41	95	paese.
5	1	5	4	2	11	1368	991	80	41	93	Noi
5	1	5	4	2	12	1482	991	76	40	91	do-
4	1	5	4	3	0	263	1059	1295	56	-1	
5	1	5	4	3	1	263	1063	244	41	96	mandiamo
5	1	5	4	3	2	529	1061	76	42	96	che
5	1	5	4	3	3	627	1061	138	54	96	questi
5	1	5	4	3	4	788	1060	244	43	96	documenti
5	1	5	4	3	5	1060	1059	232	54	96	depositati
5	1	5	4	3	6	1323	1071	80	30	96	con
5	1	5	4	3	7	1434	1063	124	38	96	tanta
4	1	5	4	4	0	264	1127	1295	54	-1	
5	1	5	4	4	1	264	1132	212	40	92	reticenza
5	1	5	4	4	2	496	1129	67	43	96	sul
5	1	5	4	4	3	581	1129	136	43	96	banco
5	1	5	4	4	4	749	1128	113	43	96	della
5	1	5	4	4	5	890	1128	254	44	96	Presidenza
5	1	5	4	4	6	1174	1127	120	44	96	siano
5	1	5	4	4	7	1320	1127	239	54	96	pubblicati
4	1	5	4	5	0	261	1195	1295	59	-1	
5	1	5	4	5	1	261	1212	78	42	96	per
5	1	5	4	5	2	359	1200	40	40	96	le
5	1	5	4	5	3	420	1203	177	49	96	stampe,
5	1	5	4	5	4	621	1212	23	28	96	e
5	1	5	4	5	5	665	1199	78	41	96	che
5	1	5	4	5	6	763	1198	241	42	96	domattina
5	1	5	4	5	7	1024	1196	191	43	96	facciano
5	1	5	4	5	8	1234	1196	89	43	55	essi
5	1	5	4	5	9	1342	1199	124	51	96	parte
5	1	5	4	5	10	1487	1195	69	43	96	del
4	1	5	4	6	0	260	1263	1298	57	-1	
5	1	5	4	6	1	260	1272	228	38	96	resoconto
5	1	5	4	6	2	508	1267	313	53	91	parlamentare
5	1	5	4	6	3	840	1283	11	36	93	;
5	1	5	4	6	4	871	1266	171	54	95	perchè,
5	1	5	4	6	5	1063	1266	176	52	96	signori,
