level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3307	4677	-1	
2	1	1	0	0	0	327	99	538	50	-1	
3	1	1	1	0	0	327	99	538	50	-1	
4	1	1	1	1	0	327	99	538	50	-1	
5	1	1	1	1	1	327	100	116	49	95	Atti
5	1	1	1	1	2	478	99	387	48	96	Parlamentari
2	1	2	0	0	0	1524	69	220	79	-1	
3	1	2	1	0	0	1524	69	220	79	-1	
4	1	2	1	1	0	1524	69	220	79	-1	
5	1	2	1	1	1	1524	69	59	66	44	—
5	1	2	1	1	2	1616	101	128	47	88	9676
2	1	3	0	0	0	2520	92	535	62	-1	
3	1	3	1	0	0	2520	92	535	62	-1	
4	1	3	1	1	0	2520	92	535	62	-1	
5	1	3	1	1	1	2520	92	198	54	96	Senato
5	1	3	1	1	2	2756	96	83	48	95	del
5	1	3	1	1	3	2874	99	181	55	80	Regno
2	1	4	0	0	0	265	171	2851	23	-1	
3	1	4	1	0	0	265	171	2851	23	-1	
4	1	4	1	1	0	265	171	2851	23	-1	
5	1	4	1	1	1	265	171	2851	23	95	 
2	1	5	0	0	0	265	171	2851	23	-1	
3	1	5	1	0	0	265	171	2851	23	-1	
4	1	5	1	1	0	265	171	2851	23	-1	
5	1	5	1	1	1	265	171	2851	23	95	 
2	1	6	0	0	0	265	171	2851	23	-1	
3	1	6	1	0	0	265	171	2851	23	-1	
4	1	6	1	1	0	265	171	2851	23	-1	
5	1	6	1	1	1	265	171	2851	23	95	 
2	1	7	0	0	0	265	171	2851	23	-1	
3	1	7	1	0	0	265	171	2851	23	-1	
4	1	7	1	1	0	265	171	2851	23	-1	
5	1	7	1	1	1	265	171	2851	23	95	 
2	1	8	0	0	0	939	186	2130	14	-1	
3	1	8	1	0	0	939	186	2130	14	-1	
4	1	8	1	1	0	939	186	2130	14	-1	
5	1	8	1	1	1	939	186	2130	14	95	 
2	1	9	0	0	0	247	240	2880	69	-1	
3	1	9	1	0	0	247	240	2880	69	-1	
4	1	9	1	1	0	247	240	2880	69	-1	
5	1	9	1	1	1	247	254	391	36	92	LEGISLATURA
5	1	9	1	1	2	668	254	182	36	55	XXVII
5	1	9	1	1	3	879	269	66	5	93	—
5	1	9	1	1	4	975	244	55	43	93	1%
5	1	9	1	1	5	1060	251	262	36	96	SESSIONE
5	1	9	1	1	6	1352	240	230	47	93	1929-30
5	1	9	1	1	7	1613	267	67	6	93	—
5	1	9	1	1	8	1708	250	352	36	93	DISCUSSIONI
5	1	9	1	1	9	2095	267	67	6	93	—
5	1	9	1	1	10	2203	245	259	64	96	TORNATA
5	1	9	1	1	11	2493	251	112	55	96	DEL
