level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3311	4672	-1	
2	1	1	0	0	0	399	199	676	56	-1	
3	1	1	1	0	0	399	199	676	56	-1	
4	1	1	1	1	0	399	199	676	56	-1	
5	1	1	1	1	1	399	203	180	41	96	Senato
5	1	1	1	1	2	612	199	128	45	96	della
5	1	1	1	1	3	771	200	304	55	96	Repubblica
2	1	2	0	0	0	1480	205	297	43	-1	
3	1	2	1	0	0	1480	205	297	43	-1	
4	1	2	1	1	0	1480	205	297	43	-1	
5	1	2	1	1	1	1480	231	60	5	91	—
5	1	2	1	1	2	1571	205	116	43	88	9960
5	1	2	1	1	3	1717	228	60	7	88	—
2	1	3	0	0	0	2461	200	396	56	-1	
3	1	3	1	0	0	2461	200	396	56	-1	
4	1	3	1	1	0	2461	200	396	56	-1	
5	1	3	1	1	1	2461	204	67	40	92	IV
5	1	3	1	1	2	2563	200	294	56	25	Legisiarura
2	1	4	0	0	0	395	267	2493	12	-1	
3	1	4	1	0	0	395	267	2493	12	-1	
4	1	4	1	1	0	395	267	2493	12	-1	
5	1	4	1	1	1	395	267	2493	12	95	 
2	1	5	0	0	0	395	276	2494	14	-1	
3	1	5	1	0	0	395	276	2494	14	-1	
4	1	5	1	1	0	395	276	2494	14	-1	
5	1	5	1	1	1	395	276	2494	14	95	 
2	1	6	0	0	0	379	325	341	44	-1	
3	1	6	1	0	0	379	325	341	44	-1	
4	1	6	1	1	0	379	325	341	44	-1	
5	1	6	1	1	1	379	325	118	44	54	‘185°
5	1	6	1	1	2	531	325	189	44	95	SEDUTA
2	1	7	0	0	0	1139	328	1005	43	-1	
3	1	7	1	0	0	1139	328	1005	43	-1	
4	1	7	1	1	0	1139	328	1005	43	-1	
5	1	7	1	1	1	1139	328	293	41	93	ASSEMBLEA
5	1	7	1	1	2	1455	352	14	7	93	-
5	1	7	1	1	3	1492	328	281	43	93	RESOCONTO
5	1	7	1	1	4	1799	339	345	32	90	STENOGRAFICO
2	1	8	0	0	0	2460	327	428	42	-1	
3	1	8	1	0	0	2460	327	428	42	-1	
4	1	8	1	1	0	2460	327	428	42	-1	
5	1	8	1	1	1	2460	327	28	42	92	2
5	1	8	1	1	2	2520	327	220	42	3	OTTtoBRrE
5	1	8	1	1	3	2776	327	112	42	96	1964
