level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	3311	4672	-1	
2	1	1	0	0	0	368	199	492	45	-1	
3	1	1	1	0	0	368	199	492	45	-1	
4	1	1	1	1	0	368	199	492	45	-1	
5	1	1	1	1	1	368	201	100	40	96	Atti
5	1	1	1	1	2	503	199	357	45	95	Parlamentari
2	1	2	0	0	0	1509	203	302	45	-1	
3	1	2	1	0	0	1509	203	302	45	-1	
4	1	2	1	1	0	1509	203	302	45	-1	
5	1	2	1	1	1	1509	227	60	9	87	—
5	1	2	1	1	2	1599	203	117	45	92	5019
5	1	2	1	1	3	1761	229	50	4	92	—
2	1	3	0	0	0	2295	199	652	62	-1	
3	1	3	1	0	0	2295	199	652	62	-1	
4	1	3	1	1	0	2295	199	652	62	-1	
5	1	3	1	1	1	2295	199	173	50	96	Senato
5	1	3	1	1	2	2503	205	121	44	96	della
5	1	3	1	1	3	2657	204	290	57	96	Repubblica
2	1	4	0	0	0	364	279	2584	17	-1	
3	1	4	1	0	0	364	279	2584	17	-1	
4	1	4	1	1	0	364	279	2584	17	-1	
5	1	4	1	1	1	364	279	2584	17	95	 
2	1	5	0	0	0	369	327	715	48	-1	
3	1	5	1	0	0	369	327	715	48	-1	
4	1	5	1	1	0	369	327	715	48	-1	
5	1	5	1	1	1	369	327	203	41	91	1948-49
5	1	5	1	1	2	607	351	29	5	35	—-
5	1	5	1	1	3	667	327	186	48	89	CXLII
5	1	5	1	1	4	887	337	197	34	96	SEDUTA
2	1	6	0	0	0	1468	329	407	46	-1	
3	1	6	1	0	0	1468	329	407	46	-1	
4	1	6	1	1	0	1468	329	407	46	-1	
5	1	6	1	1	1	1468	329	407	46	2	DISCUSSIONI
2	1	7	0	0	0	2511	327	453	52	-1	
3	1	7	1	0	0	2511	327	453	52	-1	
4	1	7	1	1	0	2511	327	453	52	-1	
5	1	7	1	1	1	2511	335	25	38	92	9
5	1	7	1	1	2	2569	327	243	52	95	GENNAIO
5	1	7	1	1	3	2848	333	116	42	96	1949
2	1	8	0	0	0	387	403	2552	17	-1	
3	1	8	1	0	0	387	403	2552	17	-1	
4	1	8	1	1	0	387	403	2552	17	-1	
5	1	8	1	1	1	387	403	2552	17	95	 
2	1	9	0	0	0	384	415	2557	17	-1	
3	1	9	1	0	0	384	415	2557	17	-1	
